Name,Event,Description,Cost,Duration,Difficulty,Date,Time,Address,Ticket_URL,Keywords
Tidal Force VR,Defend,"An arcade‑style multiplayer defense shooter where teams defend a station/ship from waves of enemy threats using coordinated firepower and tactical placement. Fast‑paced, cooperative combat with an emphasis on holding and protecting objectives.",57.44,40 min,N/A,2026-04-30,Various times,"166 5th Ave 2 Floor, New York, NY 10010, USA",https://tidalforcevr.com/,"escape_room, puzzle, teamwork, immersive, energetic, groups, team-building, arcade-shooter, cooperative-combat, waves-defense"
Tidal Force VR,Asteroid Skirmish,"A versus multiplayer shooter set among asteroid fields where teams face off in fast, competitive skirmishes — maneuver through debris and engage enemy teams in objective‑based combat. Focused on PvP tactics and quick team coordination.",57.44,40 min,N/A,2026-04-30,Various times,"166 5th Ave 2 Floor, New York, NY 10010, USA",https://tidalforcevr.com/,"escape_room, puzzle, immersive, teamwork, energetic, groups, team-building, VR-combat, multiplayer-shooter, competitive-gaming"
Tidal Force VR,Room K,"A futuristic adventure‑thriller that casts players as members of the elite Vortex Team contracted by Dealt Ltd.; explore a BioSpace Corp. heliolab, uncover a sinister plot, and battle bioengineered weapons while confronting a ruthless antagonist. The narrative emphasizes immersion, teamwork, and high‑stakes survival.",57.44,40 min,N/A,2026-04-30,Various times,"166 5th Ave 2 Floor, New York, NY 10010, USA",https://tidalforcevr.com/,"escape_room, puzzle, immersive, teamwork, adventure, energetic, groups, vr-escape, biotech-thriller"
The Escape Game NYC (Midtown Manhattan),Only Murders in the Building Escape Game,"Based on the Hulu series, players explore a movie set to recover a missing film reel and solve a whodunit-style mystery. Fun puzzles and hidden easter eggs make this limited-edition game a detective-focused experience. ([theescapegame.com](https://theescapegame.com/newyorkcity/escape-rooms/omitb/))",N/A,60 min,8/10,2026-04-30,Various times,"295 Madison Ave, New York, NY 10017, USA",https://checkin.theescapegame.com/locations/nyc/OMITB,"escape_room, puzzle, mystery, immersive, interactive, groups, whodunit, detective-game"
The Escape Game NYC (Midtown Manhattan),The Heist,Infiltrate the Barclay Museum of Historical Art to recover a missing Monet by bypassing security and outsmarting the shady curator in a museum-heist themed mission. The experience blends spy-movie tension with puzzle-solving. ([theescapegame.com](https://theescapegame.com/newyorkcity/escape-rooms/the-heist/)),N/A,60 min,8/10,2026-04-30,Various times,"295 Madison Ave, New York, NY 10017, USA",https://theescapegame.com/newyorkcity/,"escape_room, puzzle, immersive, challenge, teamwork, groups, heist-mission, spy-thriller"
The Escape Game NYC (Midtown Manhattan),Cosmic Crisis,A sci-fi mission where your team must sabotage the ship’s systems and weaponize antimatter to obliterate a galaxy-eating black hole and save the solar system. Features projection mapping and an in-game AI companion. ([theescapegame.com](https://theescapegame.com/newyorkcity/escape-rooms/cosmic-crisis/)),N/A,60 min,7/10,2026-04-30,Various times,"295 Madison Ave, New York, NY 10017, USA",https://theescapegame.com/newyorkcity/,"escape_room, puzzle, immersive, teamwork, energetic, groups, sci-fi-mission, projection-mapping, ai-companion"
The Escape Game NYC (Midtown Manhattan),The Depths,"Board a submarine to investigate a darkened deep-sea laboratory, uncover cryptic notes and strange experiments, and work together to survive rising pressure and whatever lurks below. A collaborative, underwater-themed adventure. ([theescapegame.com](https://theescapegame.com/newyorkcity/escape-rooms/the-depths/))",N/A,60 min,7/10,2026-04-30,Various times,"295 Madison Ave, New York, NY 10017, USA",https://checkin.theescapegame.com/locations/nyc/the-depths,"escape_room, puzzle, immersive, teamwork, adventure, groups, underwater-mystery, submarine-adventure"
The Escape Game NYC (Midtown Manhattan),Gold Rush,"Search Clyde Hamilton’s log cabin and nearby mine to find hidden gold within 60 minutes — a tactile, hands-on adventure themed around the 1800s California Gold Rush. ([theescapegame.com](https://theescapegame.com/newyorkcity/escape-rooms/gold-rush/))",N/A,60 min,7/10,2026-04-30,Various times,"295 Madison Ave, New York, NY 10017, USA",https://checkin.theescapegame.com/locations/nyc/gold-rush,"escape_room, puzzle, adventure, immersive, interactive, groups, team-building, gold-rush, hands-on-puzzle"
The Escape Game NYC (Midtown Manhattan),Special Ops: Mysterious Market,A globe-trotting spy team mission set in the Ansar Market where what starts as intel-gathering escalates into preventing an international nuclear attack — puzzle-driven spy-thriller gameplay. ([theescapegame.com](https://theescapegame.com/newyorkcity/escape-rooms/special-ops/)),N/A,60 min,8/10,2026-04-30,Various times,"295 Madison Ave, New York, NY 10017, USA",https://checkin.theescapegame.com/locations/nyc/special-ops,"escape_room, puzzle, immersive, mission, teamwork, groups, spy-thriller, nuclear-attack-puzzle"
The Escape Game NYC (Midtown Manhattan),Prison Break,"You’re wrongfully incarcerated at Iron Gate prison and must decipher clues, navigate secret passages, and outwit the warden to earn freedom — the location’s toughest escape game with split-team mechanics. ([theescapegame.com](https://theescapegame.com/newyorkcity/escape-rooms/prison-break/))",N/A,60 min,9/10,2026-04-30,Various times,"295 Madison Ave, New York, NY 10017, USA",https://theescapegame.com/newyorkcity/,"escape_room, puzzle, challenge, immersive, teamwork, groups, brain-teaser, prison-escape, split-team"
The Escape Game NYC (Midtown Manhattan),Timeliner: Train Through Time,"Board the Timeliner and race through time to fix past mistakes and restore the timeline by solving puzzles across multiple eras — a high-tech, time-travel themed escape adventure. ([theescapegame.com](https://theescapegame.com/escape-rooms/train-through-time/?utm_source=openai))",N/A,60 min,7/10,2026-04-30,Various times,"295 Madison Ave, New York, NY 10017, USA",https://checkin.theescapegame.com/locations/nyc/timeliner,"escape_room, puzzle, immersive, adventure, challenge, energetic, groups, time-travel, train-themed"
MyssTic Rooms,Montauk Project,"The Montauk Air Force Station was supposedly shut down in the 1970s, but rumors say experiments were left behind and something in the bunker is still alive. Your mission is to infiltrate the area, locate the source of mysterious incidents, and bring back hard evidence while re-sealing any opened gates.",N/A,60 min,N/A,2026-04-30,Various times,"794 Union St, Brooklyn, NY 11215, USA",https://mysstic.resova.us/items/view/5,"escape_room, puzzle, immersive, adventure, challenging, groups, team-building, mystery-bunker, sci-fi-conspiracy"
MyssTic Rooms,Ghost Light,"Based on theatre lore about Olive Thomas and restless performers, a Ghost Light keeps spirits occupied so they don't trouble the living. Your mission is to turn the light on and keep the spirits happy—if they begin performing you must clear the stage or risk being trapped in their world.",N/A,60 min,N/A,2026-04-30,Various times,"794 Union St, Brooklyn, NY 11215, USA",https://mysstic.resova.us/items/view/6,"escape_room, puzzle, immersive, challenge, theatrical, groups, mystery, spirit-haunting, interactive-storytelling"
MyssTic Rooms,The Bird,"The de Lille family’s Bird Apothecary once thrived on magic and remedies until the family’s cherished bird died despite Johann de Lille’s attempts to craft an elixir of rebirth. Your mission is to access the abandoned apothecary, find and finish the formula for the elixir of rebirth, and attempt to restore the bird’s spirit and the apothecary’s future.",N/A,60 min,N/A,2026-04-30,Various times,"794 Union St, Brooklyn, NY 11215, USA",https://mysstic.resova.us/items/view/13,"escape_room, puzzle, immersive, adventure, teamwork, groups, potion-alchemy, magical-mystery"
The Escape Game New Jersey at American Dream,Cosmic Crisis,"You're aboard a spaceship racing toward a galaxy‑eating black hole; to save the solar system you must sabotage the ship, override safety protocols, and weaponize antimatter. The game features theme-park level projection mapping and an in-game AI companion.",N/A,60 min,7/10,2026-04-30,Various times,"1 American Dream Wy Suite G313, East Rutherford, NJ 07073, USA",https://theescapegame.com/newjersey/book-now/,"escape_room, puzzle, immersive, challenge, teamwork, energetic, groups, sci-fi, space-theme, projection-mapping"
The Escape Game New Jersey at American Dream,The Heist,"A priceless Monet has vanished and your team, acting as operatives, must infiltrate the museum, bypass security, outsmart the curator's traps, and steal the painting back before you're caught. This immersive, spy-style experience emphasizes stealth and clever problem-solving.",N/A,60 min,8/10,2026-04-30,Various times,"1 American Dream Wy Suite G313, East Rutherford, NJ 07073, USA",https://theescapegame.com/newjersey/book-now/,"escape_room, puzzle, immersive, challenge, teamwork, groups, heist, spy-themed"
The Escape Game New Jersey at American Dream,Playground,"Race against the school bell in a nostalgic schoolyard adventure: finish assignments, solve puzzles across classrooms and the playground, and work as a team to earn victory before recess. Playground is designed for larger groups and players of all ages.",N/A,60 min,6/10,2026-04-30,Various times,"1 American Dream Wy Suite G313, East Rutherford, NJ 07073, USA",https://theescapegame.com/newjersey/book-now/,"escape_room, puzzle, teamwork, immersive, interactive, groups, families, school-themed, nostalgic-adventure"
The Escape Game New Jersey at American Dream,The Depths,"Sent via submarine to an abandoned deep-sea laboratory, your crew must investigate Dr. Humphreys' disappearance, manage limited oxygen and rising pressure, and uncover eerie experiments while avoiding whatever lurks below. The game blends atmospheric tension with collaborative puzzles.",N/A,60 min,7/10,2026-04-30,Various times,"1 American Dream Wy Suite G313, East Rutherford, NJ 07073, USA",https://theescapegame.com/newjersey/book-now/,"escape_room, puzzle, immersive, adventure, teamwork, atmospheric, groups, deep-sea-mystery, collaborative-puzzles"
The Escape Game New Jersey at American Dream,Special Ops: Mysterious Market,"As a globe-trotting spy team, you infiltrate the Ansar Market to investigate suspicious activity and decode messages that lead to secret rooms and a looming international crisis. The mission escalates quickly as you race to expose the plot and prevent disaster.",N/A,60 min,8/10,2026-04-30,Various times,"1 American Dream Wy Suite G313, East Rutherford, NJ 07073, USA",https://theescapegame.com/newjersey/book-now/,"escape_room, puzzle, immersive, adventure, mission, teamwork, energetic, groups, spy-thriller, secret-rooms"
The Escape Game New Jersey at American Dream,Gold Rush,"You have 60 minutes to break into your relative Clyde Hamilton's log cabin, search the California wilderness and an old mine, and uncover the hidden gold before others beat you to it. Gold Rush mixes tactile puzzles and hands-on surprises in a frontier-themed adventure.",N/A,60 min,7/10,2026-04-30,Various times,"1 American Dream Wy Suite G313, East Rutherford, NJ 07073, USA",https://theescapegame.com/newjersey/book-now/,"escape_room, puzzle, adventure, immersive, teamwork, groups, gold-rush, frontier-themed, hands-on-puzzles"
The Escape Game New Jersey at American Dream,Prison Break,"Locked inside a 1950s-era iron-barred prison, your team must decipher clues, navigate secret passages, and outwit the warden to make an impossible escape. Prison Break is the location's toughest game and begins with teams split into separate cells for added challenge.",N/A,60 min,9/10,2026-04-30,Various times,"1 American Dream Wy Suite G313, East Rutherford, NJ 07073, USA",https://theescapegame.com/newjersey/book-now/,"escape_room, puzzle, challenge, teamwork, immersive, adventure, groups, team-building, prison-break, 1950s-themed"
The Escape Game Brooklyn,Cosmic Crisis,You’re aboard a spaceship hurtling toward a galaxy‑eating black hole and must sabotage your own systems to weaponize antimatter and obliterate the threat. The game features theme‑park projection mapping and an in‑game AI companion named Hermes for a cinematic sci‑fi experience.,N/A,60 min,7/10,2026-04-30,Various times,"445 Gold St C-014b, Brooklyn, NY 11201, USA",https://theescapegame.com/brooklyn/book-now/,"escape_room, puzzle, immersive, sci-fi, adventure, teamwork, groups, space-themed, projection-mapping"
The Escape Game Brooklyn,Playground,"A nostalgic schoolyard adventure where your team races against the bell to finish assignments and dominate the kickball game—exploring classrooms, the playground, and a field house. Designed for large groups with a playful, family‑friendly tone.",N/A,60 min,6/10,2026-04-30,Various times,"445 Gold St C-014b, Brooklyn, NY 11201, USA",https://theescapegame.com/brooklyn/book-now/,"escape_room, puzzle, teamwork, immersive, adventure, groups, families, nostalgic-schoolyard, kickball-game"
The Escape Game Brooklyn,Gold Rush,"You have 60 minutes to break into Clyde Hamilton’s log cabin, search his belongings, and uncover his hidden gold before rival treasure hunters catch wind. A tactile, hands‑on adventure with surprises and a classic treasure hunt theme.",N/A,60 min,7/10,2026-04-30,Various times,"445 Gold St C-014b, Brooklyn, NY 11201, USA",https://theescapegame.com/brooklyn/book-now/,"escape_room, puzzle, adventure, immersive, challenge, groups, treasure-hunt, hands-on"
The Escape Game Brooklyn,Prison Break,"Trapped in a 1950s iron‑barred prison run by a twisted warden, your team must decipher clues, navigate secret passages, and outwit the system to earn freedom. The game starts with players split into two cells and is the location’s toughest challenge.",N/A,60 min,9/10,2026-04-30,Various times,"445 Gold St C-014b, Brooklyn, NY 11201, USA",https://theescapegame.com/brooklyn/book-now/,"escape_room, puzzle, challenge, teamwork, immersive, brain-teaser, energetic, groups, prison-themed, 1950s-escape"
The Escape Game Brooklyn,Timeliner,"Board the Timeliner, a high‑tech time‑traveling train, and race through multiple centuries—from the Jurassic to a glitching future—to fix a broken timeline before reality collapses. The game blends old‑school locks with modern, immersive tech.",N/A,60 min,7/10,2026-04-30,Various times,"445 Gold St C-014b, Brooklyn, NY 11201, USA",https://theescapegame.com/brooklyn/book-now/,"escape_room, puzzle, immersive, adventure, interactive, energetic, groups, time-travel, high-tech"
The Escape Game Brooklyn,The Depth,"Dive into the ocean depths to investigate an abandoned laboratory and the disappearance of Dr. Humphreys, navigating a submarine to decipher research and uncover what’s lurking below. An immersive underwater mystery with atmospheric set pieces.",N/A,60 min,N/A,2026-04-30,Various times,"445 Gold St C-014b, Brooklyn, NY 11201, USA",https://theescapegame.com/brooklyn/book-now/,"escape_room, puzzle, immersive, adventure, challenge, groups, team-building, underwater-mystery, submarine-investigation"
Escape the Room NYC,The Clocktower,"A time-travel adventure where a crazed timekeeper is stuck in a time warp; travel between future and past to piece together the puzzle and escape. Award-winning, high-stakes theme with immersive set design.",44,60 min,5/5,2026-04-30,Various times,"24 W 25th St floor 8, New York, NY 10010, USA",https://escapetheroomnyc.resova.us/,"escape_room, puzzle, immersive, adventure, challenging, teamwork, groups, time-travel, timekeeper-mystery"
Escape the Room NYC,The Agency,"A spy thriller in which you've been selected for a top-secret mission — mix drinks, play poker, then receive your classified assignment. A James Bond–style experience focused on espionage and stealth.",44,60 min,4/5,2026-04-30,Various times,"24 W 25th St floor 8, New York, NY 10010, USA",https://escapetheroomnyc.resova.us/,"escape_room, puzzle, immersive, adventure, energetic, groups, team-building, spy-thriller, james-bond, espionage"
Escape the Room NYC,Jurassic Escape,"An evil corporation is cloning weaponized dinosaurs; your team must sneak through the facility, avoid detection, and stop the prehistoric predators before they're unleashed. Family-friendly adventure with thrilling set pieces.",44,60 min,4/5,2026-04-30,Various times,"24 W 25th St floor 8, New York, NY 10010, USA",https://escapetheroomnyc.resova.us/,"escape_room, puzzle, adventure, immersive, energetic, groups, families, dinosaur-themed, teamwork"
Escape the Room NYC,The Dig,"Indiana Jones–style archaeological adventure where your team uncovers an ancient site beneath the city; decode symbols, unlock chambers, and escape before you're sealed in. Underground-themed puzzles and atmosphere.",44,60 min,4/5,2026-04-30,Various times,"24 W 25th St floor 8, New York, NY 10010, USA",https://escapetheroomnyc.resova.us/,"escape_room, puzzle, adventure, immersive, teamwork, challenging, groups, archaeology, indiana-jones, underground"
Escape the Room NYC,The Submarine,"Descend to the ocean floor and navigate a claustrophobic submarine while outsmarting an insane captain to reach the surface before oxygen runs out. Intense, immersive underwater experience.",44,60 min,4/5,2026-04-30,Various times,"24 W 25th St floor 8, New York, NY 10010, USA",https://escapetheroomnyc.resova.us/,"escape_room, puzzle, immersive, challenge, teamwork, energetic, groups, submarine, underwater-adventure"
Escape the Room NYC,The Home,A gothic Victorian mystery set in a mansion where something is very wrong; solve atmospheric puzzles and unravel the story before time runs out. Focus on set design and narrative immersion.,44,60 min,3/5,2026-04-30,Various times,"24 W 25th St floor 8, New York, NY 10010, USA",https://escapetheroomnyc.resova.us/,"escape_room, puzzle, immersive, challenge, atmospheric, mystery, gothic, groups, team-building"
Escape the Room NYC,Outbreak,"A pandemic-thriller where a diabolical scientist plans to contaminate the water supply; find the vaccine and distribute it before time runs out. High-stakes, intense storyline.",44,60 min,5/5,2026-04-30,Various times,"24 W 25th St floor 8, New York, NY 10010, USA",https://escapetheroomnyc.resova.us/,"escape_room, puzzle, immersive, challenge, intense, teamwork, groups, pandemic-thriller, vaccine-mission"
Escape the Room NYC,The Office,The original experience that launched the industry: puzzle-focused gameplay with minimal sets and no high-tech gadgets. You have one hour before the boss returns — classic puzzle escape.,44,60 min,3/5,2026-04-30,Various times,"24 W 25th St floor 8, New York, NY 10010, USA",https://escapetheroomnyc.resova.us/,"escape_room, puzzle, brain-teaser, challenge, immersive, groups, team-building, office-themed, classic-puzzle"
Escape the Room NYC,Quiz Boxing,"A competitive, party-style trivia arena in a game-show format — choose themes like movies, music, sports, or history and compete player vs. player. Not an escape room but a 60-minute team/party experience.",34,60 min,N/A,2026-04-30,Various times,"24 W 25th St floor 8, New York, NY 10010, USA",https://escapetheroomnyc.resova.us/,"escape_room, trivia, games, competitive, energetic, groups, team-building, quiz-show, party-trivia"
BrainXcape Escape Room NYC,"Rikers, 1932",You’re trapped in Rikers Island in 1932 and must plan a daring prison break by uncovering hidden clues and solving puzzles before the guards catch you. The experience evokes a tense prison-break thriller atmosphere. ,39,60 min,N/A,2026-04-30,Various times,"160 Broadway 3rd floor, New York, NY 10038, USA",https://www.brainxcape.com/escape-room-booking/,"escape_room, puzzle, immersive, challenge, energetic, groups, prison-break, thriller-atmosphere, teamwork"
BrainXcape Escape Room NYC,The Haunted Hotel,"Explore The Grange, a forgotten Manhattan hotel filled with supernatural mysteries and eerie hallways; your task is to unravel the hotel’s secrets and escape before becoming its next permanent guest. The room blends haunted-mystery storytelling with thriller elements. ",39,60 min,N/A,2026-04-30,Various times,"160 Broadway 3rd floor, New York, NY 10038, USA",https://www.brainxcape.com/escape-room-booking/,"escape_room, puzzle, immersive, challenge, horror-escape, groups, haunted-hotel, supernatural-mystery"
BrainXcape Escape Room NYC,THE BLOODY CIRCUS,"Step into a sinister circus where supernatural acts and bloody fun await—solve the twisted puzzles and survive the show before it consumes you. The experience leans into horror, jump scares, and clown-themed mystery. ",39,60 min,N/A,2026-04-30,Various times,"160 Broadway 3rd floor, New York, NY 10038, USA",https://www.brainxcape.com/escape-room-booking/,"escape_room, puzzle, immersive, challenging, horror, clown-themed, jump-scares, groups, team-building"
BrainXcape Escape Room NYC,THE PIRATE’S HEART,"Aboard the ship of the Four Legendary Pirates, a storm turns your voyage dark as spectral pirates force you to face deadly trials—avoid their traps or be claimed by their cursed crew. The room mixes eerie fantasy with family-friendly thrills. ",39,60 min,N/A,2026-04-30,Various times,"160 Broadway 3rd floor, New York, NY 10038, USA",https://www.brainxcape.com/escape-room-booking/,"escape_room, puzzle, immersive, adventure, challenging, families, groups, pirate-themed, horror-escape"
BrainXcape Escape Room NYC,Elevator To Hell,"You are dead and trapped in an elevator where a series of tests determine your worthiness for judgment—solve the challenges to determine your fate. This single-room experience is a tense, atmospheric thriller. ",45,60 min,N/A,2026-04-30,Various times,"160 Broadway 3rd floor, New York, NY 10038, USA",https://www.brainxcape.com/escape-room-booking/,"escape_room, puzzle, immersive, challenging, atmospheric, groups, horror-escape, judgment-puzzle, single-room"
Exit Escape Room NYC,High Speed NYC,You hop on a train heading to the park but the conductor has abandoned it and the train is now speeding with no control. Your team must figure out how to activate the emergency systems and stop the train before it's too late.,38,60 min,N/A,2026-04-30,Various times,"247 W 36th St. Suite 101, New York, NY 10018, USA",https://www.exitescaperoomnyc.com/book.html,"escape_room, puzzle, teamwork, immersive, challenge, adventure, groups, runaway-train, emergency-stop"
Exit Escape Room NYC,The Magic Crystal,"The kingdom is in peril after Agatha, an evil witch, casts a spell to turn every creature into a toad; you are sent into the enchanted forest to find her lair and retrieve the Book of Magic to brew a spell-reversal potion. Locked inside her lair, you have one hour to find the Book of Magic, escape, and undo the witch's spell.",38,60 min,7.5,2026-04-30,Various times,"247 W 36th St. Suite 101, New York, NY 10018, USA",https://www.exitescaperoomnyc.com/book.html,"escape_room, puzzle, immersive, adventure, teamwork, groups, fantasy-quest, spell-casting, enchanted-forest"
Exit Escape Room NYC,The Perfect Heist,"You and your team of thieves break into the basement of a notorious mafia boss to steal a briefcase full of cash hidden after a bank heist, but the door locks behind you. You have one hour to find the cash and escape before the mob returns.",38,60 min,N/A,2026-04-30,Various times,"247 W 36th St. Suite 101, New York, NY 10018, USA",https://www.exitescaperoomnyc.com/book.html,"escape_room, puzzle, challenge, teamwork, immersive, heist, timed-mission, groups, adventure"
Exit Escape Room NYC,Sugar Rush,"Locked inside a state-of-the-art bakery during the NYC cupcake challenge, your team must find hidden tools and ingredients sabotaged by competitors to finish the cupcakes on time. This interactive, sensory-filled room includes puzzles and a sweet reward if you succeed.",38,60 min,N/A,2026-04-30,Various times,"247 W 36th St. Suite 101, New York, NY 10018, USA",https://www.exitescaperoomnyc.com/book.html,"escape_room, puzzle, challenge, teamwork, immersive, interactive, groups, bakery-themed, cupcake-competition"
Escape Room NYC - Mission Escape Games,Escape Operation: End of Days,A top-secret mission has failed and an apocalypse is imminent; your team must use the creator’s workshop materials to assemble a final element and stop the shutdown before time runs out. The game is offered in two layouts (A and B) with similar story and challenge.,38,60 min,7/10,2026-04-30,Various times,"265 W 37th St Suite 802A, New York, NY 10018, USA",https://missionescapegames.com/nyc/book-game/,"escape_room, puzzle, challenge, teamwork, immersive, energetic, groups, apocalypse-mission, timed-puzzle"
Escape Room NYC - Mission Escape Games,Ultimate Bank Heist,You’ve been forced by the mob to pull off a high-stakes robbery; your team has one hour to retrieve a rare artifact from the bank vault before it’s too late. The room emphasizes action and heist-style puzzles with special effects.,38,60 min,7.3/10,2026-04-30,Various times,"265 W 37th St Suite 802A, New York, NY 10018, USA",https://missionescapegames.com/nyc/book-game/,"escape_room, puzzle, challenge, teamwork, immersive, energetic, groups, heist-themed, bank-robbery, action-packed"
Escape Room NYC - Mission Escape Games,Escape the Hydeout: The Mystery of Henry Jekyll,"Based on the story of Dr. Jekyll and Mr. Hyde, players investigate Dr. Jekyll’s recent strange behavior and disappearance to uncover what happened before time runs out. The experience features mystery elements and dramatic special effects.",38,60 min,7.5/10,2026-04-30,Various times,"265 W 37th St Suite 802A, New York, NY 10018, USA",https://missionescapegames.com/nyc/book-game/,"escape_room, puzzle, immersive, mystery, adventure, groups, jekyll-hyde, special-effects"
Escape Room NYC - Mission Escape Games,Carbon: 3708,"In a cyberpunk scenario you must infiltrate Cyber Industries headquarters to destroy critical data and prevent the corporation’s takeover of humanity. The game is high-tech, fast-paced, and includes simulated gunplay and flashing lights.",38,60 min,9/10,2026-04-30,Various times,"265 W 37th St Suite 802A, New York, NY 10018, USA",https://missionescapegames.com/nyc/book-game/,"escape_room, puzzle, immersive, challenge, energetic, groups, cyberpunk-heist, simulated-gunplay, high-tech-scenario"
